rule_id,entity_id,entity_origin,target_origin,compound_name,synonyms,compound_class,subclass,formula,exact_mass,ion_mode,adduct,reported_precursor_mz,reported_fragments,reported_neutral_losses,literature_status,derivation_id,evidence_ids,review_status,review_note
cmp_1d3ff3bc675004,entity_1d3ff3bc67500435,reported,reported,Protopanaxatriol+,,ginsenoside,,C56H92O26,1180.58768307398,negative,[M-H]-,1137.5707,961.5355;1093.5884;1093.5836;1093.5822;1093.5802;1093.5795;1093.5788;769.4741;637.4381;607.4248,,reported,,chunk_95b531900eb2c4790585;chunk_90148ca57831ca732d59;chunk_4c0321090614aebd46a1;claim_struct_f29f56d5892cf245;chunk_3d617d8ad57e62b642c7;chunk_9771e49ba4dee948fba5;claim_struct_0bf8d7b486d693f3;chunk_fe04bfe9d0ab3811de18;claim_struct_cca697aaccf98727;chunk_a76efc4d89810bcb74f0;claim_struct_18fbf85867545674;chunk_4a9abb94fd4cfa774c19;chunk_544962d9e757af72b5fb;chunk_d134add8cb0ba1834686;claim_struct_5dc4761c47a618a6;chunk_ddf20c4304c1d86a4b32,candidate,Structured compound record mined from local corpus text.
cmp_59dd35cb59995b,entity_59dd35cb59995ba0,reported,reported,Notoginsenoside Nisomer,,ginsenoside,,C48H82O19,962.54503041469,negative,[M-H]-,961.5372,799.4891;637.4326;475.3784;799.3901;637.3561;475.3701,,reported,,chunk_62763fcbed0ade364055;chunk_cf0bac6ddb68865e7635;claim_struct_736daad88b53372f,candidate,Structured compound record mined from local corpus text.
cmp_6c1b103ec4f83a,entity_6c1b103ec4f83a93,reported,reported,Double bond hydrated-protopana xatriol+2Glc+Acetyl,,ginsenoside,,C50H86O21,1022.56615978275,negative,[M-H]-,1153.6014,1111.5779;1093.5718;817.4957;979.5511;799.485;655.4395,,reported,,chunk_62763fcbed0ade364055;chunk_1a27d566f407cc291cd9,candidate,Structured compound record mined from local corpus text.
cmp_42fa0ce4425447,entity_42fa0ce4425447d7,reported,reported,Koryoginsenoside isomer,,ginsenoside,,C54H92O24,1124.59785383484,negative,[M-H]-,1123.5907,961.5385;799.4851;637.4326;475.3795;961.5416;799.4856;637.4343;475.3789;961.5415;637.4243;475.3768;961.5357;799.483;637.4338;475.3849,,reported,,chunk_e5369181e2b751ff7b26;chunk_0527753e50048eef9aac;claim_struct_a29dd705efe4cdbc;chunk_e8968b11280e0c0c857c;claim_struct_bde7f98748603330;chunk_009ab754e9d277eb12be;claim_struct_a10561b565ee2190,candidate,Structured compound record mined from local corpus text.
cmp_6eace709e87640,entity_6eace709e876403a,reported,reported,Double bond hydrated-protopana xatriol+3Glc,,ginsenoside,,C48H84O20,980.55559509872,negative,[M-H]-,1025.5533,817.4959;799.4861;655.4432;637.4311;817.4875;799.4833;655.4424;637.4407,,reported,,chunk_e5369181e2b751ff7b26;chunk_33ccc43f84d5c18f8719;claim_struct_b56147234269d9aa,candidate,Structured compound record mined from local corpus text.
cmp_44a6eb09ecdda7,entity_44a6eb09ecdda725,reported,reported,Double bond hydrated-protopana xatriol+2Glc+Malon yl Glc+Xyl/Ara,,ginsenoside,,C56H94O27,1198.59824775801,negative,[M-H]-,1197.5901,1111.5878;817.4951;799.4863;655.443,,reported,,chunk_8bdacd1fb3e8babbc78b,candidate,Structured compound record mined from local corpus text.
cmp_667b7ff5e2f6ec,entity_667b7ff5e2f6ecf4,reported,reported,Ginsenoside Reisomer,,ginsenoside,,C48H82O18,946.5501157951201,negative,[M-H]-,945.5444,783.4899;637.4322;475.3793;783.4913;637.4334;475.3796;783.4896;637.4319;475.3794;783.4995;637.4312;475.3776,,reported,,chunk_550e85352df64c6bed8f;chunk_c8b2327b32b8e77f84aa;chunk_2628587dd5ae8e4c0654;claim_struct_c0a7a3f504ee444f;chunk_61cc3475ac19b478f9c8;claim_struct_7efc524a033dc768;chunk_ccffdfc75154a4c39823;claim_struct_291c422816786efb,candidate,Structured compound record mined from local corpus text.
cmp_c9402a61578a6e,entity_c9402a61578a6ecc,reported,reported,Dehydrogenated-pr otopanaxatriol+3Glc,,ginsenoside,,C57H92O27,1208.58259769355,negative,[M-H]-,1207.5728,1121.5715;959.524;1121.5773;797.4738;959.5298;797.4679;779.459;635.4178;617.4015;473.3635;797.4698;779.4591;635.4156;617.4064,,reported,,chunk_550e85352df64c6bed8f;chunk_7c2cbe98b4fa28c580ef;claim_struct_384ff77ecb1885d9;chunk_37e5c43899f783af90f9;chunk_cfb39ba3355e1c430b34;chunk_70ee31f1ea683e9c98f8;claim_struct_5ed6926f31be9d10,candidate,Structured compound record mined from local corpus text.
cmp_e5a87f6bfbd219,entity_e5a87f6bfbd2198c,reported,reported,Notoginsenoside R1 isomer,,ginsenoside,,C47H80O18,932.53446573066,negative,[M-H]-,931.5276,637.4321;475.3806;799.4843;637.4326;475.38,,reported,,chunk_eca058a9488cfecfed6a;chunk_2628587dd5ae8e4c0654;claim_struct_ec9a2969845d9f34,candidate,Structured compound record mined from local corpus text.
cmp_85f609d82facfb,entity_85f609d82facfb08,reported,reported,Double bond hydrated-protopana xatriol+4Glc+Acetyl,,ginsenoside,,C56H96O26,1184.6189832029,negative,[M-H]-,1183.6119,1141.6007;1123.5983;817.4993,,reported,,chunk_eca058a9488cfecfed6a,candidate,Structured compound record mined from local corpus text.
cmp_ac0ad6357b25a4,entity_ac0ad6357b25a464,reported,reported,Floralginsenoside isomer/Floralginsen oside N isomer,,ginsenoside,,C53H90O22,1078.59237453124,negative,[M-H]-,1077.585,945.5454;799.4864;637.4312;475.3795;945.5455;799.4836;637.4388;475.3786,,reported,,chunk_9c6794a22aaa3330ed7c;chunk_71a02ea07eb25f34f97d;claim_struct_2ad81e99ed7456a1,candidate,Structured compound record mined from local corpus text.
cmp_755e8e0b105819,entity_755e8e0b1058195a,reported,reported,Oxidated-protopan axatriol+Acetyl,,ginsenoside,,C44H74O15,842.50277167857,negative,[M-H]-,841.4953,799.475;653.4247,,reported,,chunk_9c6794a22aaa3330ed7c,candidate,Structured compound record mined from local corpus text.
cmp_7c2b020f5d06cc,entity_7c2b020f5d06cc5a,reported,reported,Malonyl-ginsenosid e Re1,,ginsenoside,,C51H84O22,1048.54542433786,negative,[M-H]-,1047.5378,961.5299;799.4873;637.4313;475.3788,,reported,,chunk_99fb4a9f6b915dfc6dc5,candidate,Structured compound record mined from local corpus text.
cmp_2eddce58bdd62f,entity_2eddce58bdd62fee,reported,reported,Methyl etherified+Dehydro genated-protopanax atriol+2Glc+Glu A,,ginsenoside,,C48H76O21,988.48790946045,negative,[M-H]-,987.4805,825.4283;807.4205;487.344,,reported,,chunk_99fb4a9f6b915dfc6dc5,candidate,Structured compound record mined from local corpus text.
cmp_51129069d4810d,entity_51129069d4810dbe,reported,reported,Dihydrogenated-pr otopanaxatriol+3Glc,,ginsenoside,,C48H84O19,964.5606804791499,negative,[M-H]-,1009.5579,801.4996;783.487;639.4477;621.438;963.5483;963.5554,,reported,,chunk_996fc906ea2c371394fd;chunk_5c6130d45e89766d651f;chunk_3af9af2d18b2b5cade67;claim_struct_115d1771b1275630,candidate,Structured compound record mined from local corpus text.
cmp_ce1f217c857b8b,entity_ce1f217c857b8b8e,reported,reported,Malonyl-ginsenosid e Re isomer,,ginsenoside,,C51H84O21,1032.55050971829,negative,[M-H]-,1031.5427,945.546;783.4988;637.434;475.3803;945.5392;783.488;637.4326;475.3799;945.5383;783.4823;637.4324;475.3781;783.4922;637.4341;475.3785,,reported,,chunk_996fc906ea2c371394fd;chunk_396c9b6b19717859101f;claim_struct_bce8524c25c46d20;chunk_715fa770ee9e23e800b1;claim_struct_b4d9604fd757e6de;chunk_93badd385d996c9aed5c;claim_struct_39b0629022828b1e,candidate,Structured compound record mined from local corpus text.
cmp_0e841627943f82,entity_0e841627943f826f,reported,reported,Oxidated-protopan axatriol+Glc+Acetyl,,ginsenoside,,C44H74O16,858.49768629814,negative,[M-H]-,903.4963,815.4803;653.426,,reported,,chunk_1a27d566f407cc291cd9,candidate,Structured compound record mined from local corpus text.
cmp_73ec3a5f426322,entity_73ec3a5f4263227f,reported,reported,Double bond hydrated-protopana xatriol+2Glc+Malon yl Glc,,ginsenoside,,C51H86O23,1066.5559890218901,negative,[M-H]-,1065.5492,979.5419;817.4968;799.4857;655.4406;979.5517;817.5003;799.4806;655.4362;637.4373,,reported,,chunk_820b3d4385e04b5d2e07;chunk_61cc3475ac19b478f9c8;claim_struct_5448bdf384b40e24,candidate,Structured compound record mined from local corpus text.
cmp_394dd665f6b32c,entity_394dd665f6b32c09,reported,reported,Acetyl-ginsenoside,,ginsenoside,,C50H84O19,988.5606804791499,negative,[M-H]-,841.4947,637.4321;637.4342;945.5494;945.5436;945.5412;945.5394;945.5439;945.5435;621.4418;945.5443;637.433;945.5396;945.5446;945.5393;621.437;945.5433;945.5461;945.5444;945.547;637.4393;637.4276;1239.6373;1239.6389;1239.6371;1239.6315;1239.6387;1239.6411;1239.6388;1239.6306;1239.6392;793.4557;955.4778;793.4395;783.4869;783.4867;783.4904;783.4849;783.4891;783.4015;783.4898;783.485;783.495;783.4951;783.4903,,reported,,chunk_cf0bac6ddb68865e7635;chunk_c8b2327b32b8e77f84aa;claim_struct_5adf5752aef68248;chunk_2628587dd5ae8e4c0654;chunk_9fd23e120284663f1c75;chunk_e402f9f031ae29159ebf;chunk_a9bfb981426416d043aa;claim_struct_8bc6764243b95302;chunk_396c9b6b19717859101f;chunk_f27ee7e99dc5afeda6a1;claim_struct_f6c3078e7e8fc30a;chunk_cfb39ba3355e1c430b34;claim_struct_76c0352a3f855c29;chunk_715fa770ee9e23e800b1;claim_struct_17de548b4e332398;chunk_ebff406dca53d3d4499c;claim_struct_085ef8f682f31ece;chunk_fd6d2907fdfc8080b57a;claim_struct_a4bed026e4a9af99;chunk_9fd4757c49e2b1328006;claim_struct_d838f22d0a461d27;chunk_e50f83e81ef51d0a4d2d;chunk_6d60ab00db89febbcef4;chunk_7d3f2fcc9534f0fbce6c;claim_struct_d26862d15a13b665;chunk_ef9bb6d4a9d09957c557;claim_struct_29d2ac972ff3fe72;chunk_3e4eaa256ea0fe4e6944;claim_struct_fcb10752e1b040cf;chunk_38e0e8470403cbd787a1;claim_struct_a0b3ded9966b6df1;chunk_c4c9fa68428f6a783677;claim_struct_ee897089c7665412;chunk_fce95e25123bb51ed9d1;claim_struct_e70020939485107d;chunk_e8968b11280e0c0c857c;chunk_61cc3475ac19b478f9c8;claim_struct_e940e9faf8dda6ab;chunk_cb54ab4de85b0beef2be;chunk_9600315d636f96076e44;claim_struct_b56e529cca7cf7c9;chunk_6840a8eb1a9ae4b3458c;claim_struct_59baadee83047936;chunk_bd6651c098c24c8b42ea;claim_struct_f293fe7ad1446499;chunk_abeb54b16c535d32f9f1;claim_struct_2914fe1b589d31f7;chunk_5106648906af0e45a9b5;claim_struct_5f8c76f6078141b9;chunk_44d4a4e6539fd0f822c9;claim_struct_5db706d8a41174f8;chunk_2dcc00c6d0a251ab5e2b;claim_struct_91db676bcd4fe557;chunk_148e2c9c110493e60962;claim_struct_42411fca65830c7d;chunk_38304d052dd5fcd54dde;claim_struct_911ca95cb67a61c2;chunk_999e859800fb40cc99ff;claim_struct_0b4a4250a4066974;chunk_2d345f4b12c50d054ab9;chunk_3eea430edf01c4e20c82;claim_struct_2c8daaf2b7fea5f9;chunk_0a7741bee4746c25cc12;claim_struct_747c1ed63de12f41;chunk_3eef6471b6cdf081af4a;claim_struct_9aeefebfc259c31b;chunk_0481201ed609cb07d833;claim_struct_91f8150d6462de13;chunk_dd909ee5a09e72102d67;claim_struct_321ce821a11415ac;chunk_c646401d2e906e38f260;claim_struct_3157a6252ffade9a;chunk_7c9910c7267008a75f3c;claim_struct_4c300b8f0e40742e;chunk_37855f83a8342db43dbe;claim_struct_7341a681586a1daf;chunk_5841c168bd2ba0ca31fe;claim_struct_6c2464f1c8378699;chunk_bab331e46f20ebf60a25;claim_struct_6e7b8ad3fca0a215,candidate,Structured compound record mined from local corpus text.
cmp_9be28e5f7e1126,entity_9be28e5f7e112617,reported,reported,Malonyl-ginsenosid e Rg1,,ginsenoside,,C45H74O17,886.49260091771,negative,[M-H]-,885.4837,637.4315;475.3835,,reported,,chunk_cf0bac6ddb68865e7635,candidate,Structured compound record mined from local corpus text.
cmp_b309d4d45dea8a,entity_b309d4d45dea8a62,reported,reported,Ginsenoside Rg1 isomer,,ginsenoside,,C42H72O14,800.49220699454,negative,[M-H]-,799.4854,637.4279;475.3794;637.4333;475.3801,,reported,,chunk_37e5c43899f783af90f9;chunk_9f70c849b6160869bf4c;claim_struct_939950c6d5087e09,candidate,Structured compound record mined from local corpus text.
cmp_336893c6700357,entity_336893c6700357cc,reported,reported,Oxidated-protopan axatriol+Acetyl Glc,,ginsenoside,,C38H64O11,696.44486287799,negative,[M-H]-,695.4376,491.371,,reported,,chunk_d2ee36efb85368dc23d1,candidate,Structured compound record mined from local corpus text.
cmp_a480425d928644,entity_a480425d92864418,reported,reported,Acetyl malonyl-ginsenosid e Re,,ginsenoside,,C53H86O22,1074.56107440232,negative,[M-H]-,1073.5525,987.469;945.5401;783.4783;637.4191;945.5434;783.4911;637.4317;475.3812,,reported,,chunk_d2ee36efb85368dc23d1;chunk_3d617d8ad57e62b642c7;claim_struct_ebe902b802e8fc40,candidate,Structured compound record mined from local corpus text.
cmp_934b6b4c1144e8,entity_934b6b4c1144e8bb,reported,reported,Malonyl-ginsenosid e Re2,,ginsenoside,,C51H84O22,1048.54542433786,negative,[M-H]-,1047.5388,961.5355;799.4765;637.433;475.3807,,reported,,chunk_e8968b11280e0c0c857c,candidate,Structured compound record mined from local corpus text.
cmp_48adb2aa951cf6,entity_48adb2aa951cf6ab,reported,reported,Dihydrogenated-pr,,ginsenoside,,C53H90O25,1126.57711838995,negative,[M-H]-,1125.5706,,,reported,,chunk_9b548286d6dd6193a260,candidate,Structured compound record mined from local corpus text.
cmp_766741e99cc9e4,entity_766741e99cc9e43e,reported,reported,Malonyl-ginsenosid e Rf,,ginsenoside,,C45H74O17,886.49260091771,negative,[M-H]-,885.4843,637.4318;475.3798,,reported,,chunk_90148ca57831ca732d59,candidate,Structured compound record mined from local corpus text.
cmp_2a74c14d7f9b84,entity_2a74c14d7f9b84a3,reported,reported,Dehydrogenated-pr,,ginsenoside,,C45H72O17,884.4769508532501,negative,[M-H]-,883.4695,635.4197,,reported,,chunk_64504ab5fad5cb0a0a70,candidate,Structured compound record mined from local corpus text.
cmp_59b7223864459c,entity_59b7223864459c7b,reported,reported,Dihydrogenated-pr otopanaxadiol+Xyl/,,ginsenoside,,C54H90O24,1122.5822037703801,negative,[M-H]-,1121.5742,1079.5619;947.5371,,reported,,chunk_53281f87a53e0c66fb6e,candidate,Structured compound record mined from local corpus text.
cmp_cec4862f5b8642,entity_cec4862f5b86426f,reported,reported,Protopanaxatriol+Di acetyl+2Glc,,ginsenoside,,C46H76O16,884.5133363626001,negative,[M-H]-,883.5067,637.4298;619.4203;475.379;637.4325;619.4222;475.3806;637.4381;619.4207;637.4356;619.4208;475.377;637.4335;619.4194;475.3767,,reported,,chunk_715fa770ee9e23e800b1;chunk_76bc81351df6f4f02906;claim_struct_4d9d60d2a08feb2d;chunk_7cc713cf1e3af6bfe201;claim_struct_6c05137e9e3a8743;chunk_5d00d7ef7cf98bd9d6c9;claim_struct_7b44ca5ab4511e09;claim_struct_db06c9bb59bf865b,candidate,Structured compound record mined from local corpus text.
cmp_529a4710d483d8,entity_529a4710d483d8c5,reported,reported,Malonyl-notoginsen oside N isomer,,ginsenoside,,C51H84O22,1048.54542433786,negative,[M-H]-,1047.5388,961.5351;799.4763;637.4323;475.3787;961.5437;799.48;637.44;475.3819,,reported,,chunk_3d617d8ad57e62b642c7;chunk_87a46ba163c8b1e6b279;claim_struct_0f8697544990f239,candidate,Structured compound record mined from local corpus text.
cmp_7229adad0e928d,entity_7229adad0e928d91,reported,reported,Vina-ginsenoside R4,,ginsenoside,,C48H82O19,962.54503041469,negative,[M-H]-,961.5379,799.4813;637.4316;475.3793;799.4857,,reported,,chunk_93badd385d996c9aed5c;chunk_9fd4757c49e2b1328006;claim_struct_6eeb014b71247d3d,candidate,Structured compound record mined from local corpus text.
cmp_18ac75e6eea917,entity_18ac75e6eea917af,reported,reported,(E)-But-2-enoyl,,ginsenoside,,C46H76O16,884.5133363626001,negative,[M-H]-,929.5119,815.4778;653.4285,,reported,,chunk_3af9af2d18b2b5cade67,candidate,Structured compound record mined from local corpus text.
cmp_43f5107d16cf2a,entity_43f5107d16cf2aa7,reported,reported,Dehydrated-protop anaxatriol+4Glc,,ginsenoside,,C54H90O23,1106.58728915081,negative,[M-H]-,1105.5779,943.5278;781.4628;763.4622;619.4229;601.4104;943.529;781.4714;619.4185;457.3685,,reported,,chunk_bb6f7a0fbb615d1d99ec;chunk_1e766e15f6972121fe14;claim_struct_71436ba4efd2150e,candidate,Structured compound record mined from local corpus text.
cmp_55aaa54fc67b57,entity_55aaa54fc67b5743,reported,reported,Dehydrogenated-pr otopanaxatriol+Glc+,,ginsenoside,,C42H68O15,812.45582148519,negative,[M-H]-,811.4486,649.3958;473.3633,,reported,,chunk_bb6f7a0fbb615d1d99ec,candidate,Structured compound record mined from local corpus text.
cmp_7f0e71a2423543,entity_7f0e71a2423543a3,reported,reported,Acetyl-notoginseno,,ginsenoside,,C50H84O21,1020.55050971829,negative,[M-H]-,1019.5433,931.5258,,reported,,chunk_bb6f7a0fbb615d1d99ec,candidate,Structured compound record mined from local corpus text.
cmp_4eaf5b87b03d3f,entity_4eaf5b87b03d3fe2,reported,reported,Dihydrogenated-pr otopanaxadiol+2Glc,,ginsenoside,,C49H82O20,990.53994503426,negative,[M-H]-,989.5315,947.5269;785.4678,,reported,,chunk_87a46ba163c8b1e6b279,candidate,Structured compound record mined from local corpus text.
cmp_3ed4550644b1b0,entity_3ed4550644b1b0c8,reported,reported,Deoxidated-protopa naxadiol+5Glc,,ginsenoside,,C60H102O27,1254.66084801585,negative,[M-H]-,1253.6544,1091.6016;1073.5828;929.5506;911.5439;767.4948,,reported,,chunk_76bc81351df6f4f02906,candidate,Structured compound record mined from local corpus text.
cmp_6357d15dfbc775,entity_6357d15dfbc7756e,reported,reported,Dehydrogenated-pr otopanaxatriol+2Glc,,ginsenoside,,C51H84O19,1000.5606804791499,negative,[M-H]-,1309.6077,1223.6089;1091.5605;635.4182;473.3656;797.4761;779.4597;959.5232;797.4665;1003.467;959.5528,,reported,,chunk_8e3eeb36eb7ede6f9b65;chunk_8c98e6ef368ab19e849d;chunk_cbbf93881f301578cf82;chunk_7519431f90e107f1736f;claim_struct_705777bb7b115312;chunk_9536b3316a46b2dee1a9,candidate,Structured compound record mined from local corpus text.
cmp_c46d42e7a3b171,entity_c46d42e7a3b171b5,reported,reported,Protopanaxadiol+X yl+Ara+4Glc,,ginsenoside,,C64H108O31,1372.68745668751,negative,[M-H]-,1371.6781,1239.631;1107.5912;945.5331;783.4913;621.4344;1239.6427;1107.5883;1239.6383;1107.588;945.5468;783.4961;621.4357,,reported,,chunk_854dc94d845782282241;chunk_c90fead16a31651662ad;claim_struct_34b5400221893ee1;chunk_bd6651c098c24c8b42ea;claim_struct_6d248f8731f3d193,candidate,Structured compound record mined from local corpus text.
cmp_af20cdeae73df2,entity_af20cdeae73df237,reported,reported,Protopanaxadiol+5,,ginsenoside,,C60H102O28,1270.65576263542,negative,[M-H]-,1269.6487,1107.5951;1107.5922;1107.6014;1107.5936;1107.5911;945.5439,,reported,,chunk_7c2cbe98b4fa28c580ef;chunk_a76efc4d89810bcb74f0;claim_struct_23f3bbf2acdaf938;chunk_02fc64befa8c8d4be87e;claim_struct_cb3f1242f619bda7;chunk_664d9641c7a91df44463;claim_struct_2ab35366cd1f7327;chunk_d134add8cb0ba1834686;claim_struct_9b2648652828b5bb,candidate,Structured compound record mined from local corpus text.
cmp_2677281d6f31dc,entity_2677281d6f31dc13,reported,reported,Dehydrogenated-pr otopanaxatriol+Mal onyl,,ginsenoside,,C56H90O26,1178.57203300952,negative,[M-H]-,1177.5656,1091.563;959.5215;797.47,,reported,,chunk_4a3862085ad047a9b7a0,candidate,Structured compound record mined from local corpus text.
cmp_ae485cb4e9fb3d,entity_ae485cb4e9fb3d41,reported,reported,Malonyl-notoginsen oside N,,ginsenoside,,C51H84O22,1048.54542433786,negative,[M-H]-,1047.5382,961.537;799.487;637.4325;475.3807,,reported,,chunk_707d70e5b24450760537,candidate,Structured compound record mined from local corpus text.
cmp_2bb9ca7e10f5df,entity_2bb9ca7e10f5df73,reported,reported,Vina-ginsenoside R4 isomer,,ginsenoside,,C48H82O19,962.54503041469,negative,[M-H]-,961.5376,799.496;637.4346;475.3803;799.4841;637.4267;475.3792,,reported,,chunk_707d70e5b24450760537;chunk_c90fead16a31651662ad;claim_struct_29247c59f94f10aa,candidate,Structured compound record mined from local corpus text.
cmp_d9fa701707a0a1,entity_d9fa701707a0a1dd,reported,reported,Ginsenoside Rb1 isomer,,ginsenoside,,C54H92O23,1108.60293921527,negative,[M-H]-,1107.5951,945.54;783.4893;621.4345;459.3834;945.5396;783.4886;621.438;459.3831;945.5441;783.4879;621.4361;459.3828;945.5437;783.49;621.4373;459.3863;945.5427;783.4897;621.4379;459.3847;945.545;783.4948;621.4366;459.3872;945.5419;621.4385;459.3854;945.5404;783.4837;621.4324;459.3803;945.5362;783.4901,,reported,,chunk_707d70e5b24450760537;chunk_de99e4a819fb7f2362c1;chunk_3ce929a720771662794a;claim_struct_e221cbfc1dbdebd1;chunk_0b019fc789cec76173a6;claim_struct_e9cea2d79c1fdb6d;chunk_3b867ed59739d5a22268;claim_struct_56d67b9ac821cb46;chunk_175cdc5fd983d2b95ed5;claim_struct_ed70bceb5d60cdd3;chunk_36335c48873ce2c7c546;claim_struct_f982855821349dfa;chunk_e6d5201588cd394abe1e;claim_struct_7b5d9b45844532ad;chunk_c172023bd1f1f4072366;claim_struct_8faf585b09abed65,candidate,Structured compound record mined from local corpus text.
cmp_438085b12c5a5d,entity_438085b12c5a5dee,reported,reported,Notoginsenoside R4 isomer/Ginsenoside,,ginsenoside,,C59H100O27,1240.64519795139,negative,[M-H]-,1239.6388,1107.5933;945.5407;1107.5958;945.5446;1107.5844;945.5328;1107.5945;945.5399;1107.5983;945.5456,,reported,,chunk_8c98e6ef368ab19e849d;chunk_9600315d636f96076e44;claim_struct_3f64eda3f30c1f02;chunk_2f2ddb4c8d902405662d;chunk_aaf6976db5293e1e4958;claim_struct_82b30b50dc6e8277;chunk_3ce929a720771662794a;claim_struct_0a59b8505b24087b,candidate,Structured compound record mined from local corpus text.
